,id,datetime,machine,temp,speed,rpm,rms_velocity_x,rms_velocity_y,rms_velocity_z,rms_Acceleration_x,rms_Acceleration_y,rms_Acceleration_z,created_on,updated_on
2592,9552,03-03-2022 21:29,Drumming 4,43.19,27.97,690.0,10.41,10.11,5.2,227.07,219.26,113.6,2022-03-17 11:00:26,2022-07-27 09:03:49
2593,9553,03-03-2022 21:30,Drumming 4,43.19,27.97,180.0,11.05,10.54,5.29,242.19,229.56,116.43,2022-03-17 11:00:26,2022-07-27 09:03:49
2633,9612,03-03-2022 22:29,Drumming 4,43.69,3.66,270.0,1.93,1.71,0.99,43.54,38.14,22.89,2022-03-17 11:00:26,2022-07-27 09:03:49
2695,9690,03-03-2022 23:47,Drumming 4,41.5,27.94,330.0,7.99,7.7,4.68,183.27,170.13,108.01,2022-03-17 11:00:26,2022-07-27 09:03:49
2696,9691,03-03-2022 23:48,Drumming 4,41.44,27.2,240.0,8.99,8.44,4.9,204.55,186.51,113.43,2022-03-17 11:00:26,2022-07-27 09:03:49
2701,9708,04-03-2022 00:05,Drumming 4,45.19,30.0,300.0,4.05,4.04,1.79,92.11,93.19,42.4,2022-03-17 11:00:26,2022-07-27 09:03:49
2704,9711,04-03-2022 00:08,Drumming 4,44.81,30.0,30.0,3.16,3.31,1.63,72.41,77.53,39.89,2022-03-17 11:00:26,2022-07-27 09:03:49
2705,9712,04-03-2022 00:09,Drumming 4,44.56,30.0,300.0,3.22,3.38,1.66,73.75,79.11,40.52,2022-03-17 11:00:26,2022-07-27 09:03:49
2706,9713,04-03-2022 00:10,Drumming 4,44.38,30.0,450.0,3.2,3.39,1.65,73.51,79.13,39.6,2022-03-17 11:00:26,2022-07-27 09:03:49
2708,9715,04-03-2022 00:12,Drumming 4,43.88,30.0,30.0,3.46,3.59,1.76,79.4,83.22,42.2,2022-03-17 11:00:26,2022-07-27 09:03:49
2710,9717,04-03-2022 00:14,Drumming 4,43.5,30.0,300.0,3.62,3.67,1.84,84.6,86.25,45.48,2022-03-17 11:00:26,2022-07-27 09:03:49
2711,9718,04-03-2022 00:15,Drumming 4,43.31,30.0,300.0,3.54,3.79,1.87,83.12,89.85,48.7,2022-03-17 11:00:26,2022-07-27 09:03:49
2712,9719,04-03-2022 00:16,Drumming 4,43.19,30.0,480.0,3.53,3.72,1.83,83.8,88.32,48.3,2022-03-17 11:00:26,2022-07-27 09:03:49
2713,9720,04-03-2022 00:17,Drumming 4,43.06,30.0,30.0,3.41,3.66,1.8,81.29,87.06,48.4,2022-03-17 11:00:26,2022-07-27 09:03:49
2745,9757,04-03-2022 00:54,Drumming 4,42.12,28.0,30.0,8.17,8.48,4.8,179.33,185.63,104.93,2022-03-17 11:00:26,2022-07-27 09:03:49
2746,9758,04-03-2022 00:55,Drumming 4,42.25,27.94,300.0,8.89,9.17,5.22,195.3,201.02,113.77,2022-03-17 11:00:26,2022-07-27 09:03:49
2747,9759,04-03-2022 00:56,Drumming 4,42.19,27.94,300.0,9.53,9.9,5.56,208.54,216.53,121.1,2022-03-17 11:00:26,2022-07-27 09:03:49
2748,9760,04-03-2022 00:57,Drumming 4,42.19,27.97,30.0,10.72,10.87,6.2,235.95,236.98,135.04,2022-03-17 11:00:26,2022-07-27 09:03:49
2749,9761,04-03-2022 00:58,Drumming 4,42.12,27.97,330.0,12.33,12.37,7.01,270.41,268.99,152.87,2022-03-17 11:00:26,2022-07-27 09:03:49
2750,9762,04-03-2022 00:59,Drumming 4,42.06,27.94,330.0,12.88,12.97,7.32,283.1,282.24,159.91,2022-03-17 11:00:26,2022-07-27 09:03:49
2751,9763,04-03-2022 01:00,Drumming 4,42.0,22.34,270.0,10.88,11.26,6.55,238.04,245.12,143.53,2022-03-17 11:00:26,2022-07-27 09:03:49
2758,9787,04-03-2022 01:24,Drumming 4,45.56,30.0,30.0,1.82,1.67,0.88,41.42,36.67,19.71,2022-03-17 11:00:26,2022-07-27 09:03:49
2760,9789,04-03-2022 01:26,Drumming 4,44.88,30.0,150.0,1.77,1.67,1.03,38.67,36.32,22.74,2022-03-17 11:00:26,2022-07-27 09:03:49
2761,9790,04-03-2022 01:27,Drumming 4,44.5,30.0,330.0,1.77,1.67,1.02,39.17,36.56,22.93,2022-03-17 11:00:26,2022-07-27 09:03:49
2762,9791,04-03-2022 01:28,Drumming 4,44.12,30.0,450.0,1.64,1.58,1.02,35.59,34.12,22.94,2022-03-17 11:00:26,2022-07-27 09:03:49
2763,9792,04-03-2022 01:29,Drumming 4,43.88,30.0,30.0,1.54,1.52,1.03,34.34,33.11,23.29,2022-03-17 11:00:26,2022-07-27 09:03:49
2764,9793,04-03-2022 01:30,Drumming 4,43.56,30.0,30.0,1.66,1.62,1.08,37.39,35.56,24.98,2022-03-17 11:00:26,2022-07-27 09:03:49
2765,9794,04-03-2022 01:31,Drumming 4,43.31,30.0,300.0,1.69,1.62,1.04,38.27,35.86,23.9,2022-03-17 11:00:26,2022-07-27 09:03:49
2766,9795,04-03-2022 01:32,Drumming 4,43.06,30.0,480.0,1.82,1.68,1.06,41.01,36.92,24.41,2022-03-17 11:00:26,2022-07-27 09:03:49
2768,9797,04-03-2022 01:34,Drumming 4,42.62,30.0,90.0,1.85,1.72,1.11,41.46,37.71,25.14,2022-03-17 11:00:26,2022-07-27 09:03:49
2769,9798,04-03-2022 01:35,Drumming 4,42.44,30.0,480.0,1.77,1.79,1.06,39.6,39.04,24.25,2022-03-17 11:00:26,2022-07-27 09:03:49
2809,9854,04-03-2022 02:31,Drumming 4,44.88,27.97,330.0,8.6,5.35,1.86,194.31,119.46,46.55,2022-03-17 11:00:26,2022-07-27 09:03:49
2849,9899,04-03-2022 03:16,Drumming 4,41.81,27.97,330.0,7.9,8.31,5.3,174.19,182.04,115.28,2022-03-17 11:00:26,2022-07-27 09:03:49
2850,9900,04-03-2022 03:17,Drumming 4,41.69,27.94,600.0,8.77,9.08,5.7,192.87,197.75,125.04,2022-03-17 11:00:26,2022-07-27 09:03:49
2851,9901,04-03-2022 03:18,Drumming 4,41.56,27.94,330.0,9.31,9.57,6.0,205.22,209.48,131.56,2022-03-17 11:00:26,2022-07-27 09:03:49
2852,9902,04-03-2022 03:19,Drumming 4,41.44,28.0,180.0,10.17,10.25,6.39,224.41,223.95,139.33,2022-03-17 11:00:26,2022-07-27 09:03:49
2853,9903,04-03-2022 03:20,Drumming 4,41.38,27.97,180.0,10.69,11.13,6.7,235.17,241.95,147.07,2022-03-17 11:00:26,2022-07-27 09:03:49
2854,9904,04-03-2022 03:21,Drumming 4,41.25,28.0,630.0,12.33,12.56,7.63,271.04,273.17,166.71,2022-03-17 11:00:26,2022-07-27 09:03:49
2855,9905,04-03-2022 03:22,Drumming 4,41.12,27.97,630.0,13.17,13.33,7.98,288.95,289.49,173.82,2022-03-17 11:00:26,2022-07-27 09:03:49
2856,9906,04-03-2022 03:23,Drumming 4,41.06,27.97,660.0,14.75,14.85,8.66,325.67,323.83,188.49,2022-03-17 11:00:26,2022-07-27 09:03:49
2857,9907,04-03-2022 03:24,Drumming 4,41.0,27.97,450.0,15.08,15.56,9.04,332.6,340.04,197.49,2022-03-17 11:00:26,2022-07-27 09:03:49
2858,9908,04-03-2022 03:25,Drumming 4,40.88,27.74,330.0,16.51,16.75,9.61,363.72,366.09,210.47,2022-03-17 11:00:26,2022-07-27 09:03:49
2859,9909,04-03-2022 03:26,Drumming 4,40.88,27.94,270.0,17.58,17.85,10.09,390.11,390.94,223.35,2022-03-17 11:00:26,2022-07-27 09:03:49
2863,9923,04-03-2022 03:40,Drumming 4,44.62,9.3,510.0,4.84,4.38,2.54,106.3,95.24,56.27,2022-03-17 11:00:26,2022-07-27 09:03:49
2865,9927,04-03-2022 03:44,Drumming 4,45.19,27.97,300.0,8.93,8.14,2.92,199.54,187.18,69.29,2022-03-17 11:00:26,2022-07-27 09:03:49
2866,9928,04-03-2022 03:45,Drumming 4,45.19,27.97,840.0,9.06,8.03,2.85,203.42,184.32,66.9,2022-03-17 11:00:26,2022-07-27 09:03:49
2867,9929,04-03-2022 03:46,Drumming 4,45.06,27.97,330.0,10.65,9.18,3.25,238.57,208.93,76.18,2022-03-17 11:00:26,2022-07-27 09:03:49
2868,9930,04-03-2022 03:47,Drumming 4,44.81,27.94,420.0,10.44,8.74,3.3,233.95,197.77,77.69,2022-03-17 11:00:26,2022-07-27 09:03:49
2869,9931,04-03-2022 03:48,Drumming 4,44.62,27.97,90.0,11.38,9.24,3.48,256.03,209.45,81.24,2022-03-17 11:00:26,2022-07-27 09:03:49
2870,9932,04-03-2022 03:49,Drumming 4,44.38,27.97,870.0,11.29,9.18,3.61,255.83,208.63,84.72,2022-03-17 11:00:26,2022-07-27 09:03:49
2871,9933,04-03-2022 03:50,Drumming 4,44.12,27.97,870.0,11.99,10.17,3.77,271.59,232.33,87.96,2022-03-17 11:00:26,2022-07-27 09:03:49
2872,9934,04-03-2022 03:51,Drumming 4,43.88,27.97,900.0,12.77,10.57,3.85,287.94,239.81,89.41,2022-03-17 11:00:26,2022-07-27 09:03:49
2873,9935,04-03-2022 03:52,Drumming 4,43.62,27.94,90.0,13.22,10.3,4.37,300.35,232.88,99.65,2022-03-17 11:00:26,2022-07-27 09:03:49
2874,9936,04-03-2022 03:53,Drumming 4,43.44,27.97,900.0,12.31,9.59,4.29,278.98,216.27,97.6,2022-03-17 11:00:26,2022-07-27 09:03:49
2875,9937,04-03-2022 03:54,Drumming 4,43.31,27.97,330.0,11.71,9.3,4.1,266.09,209.77,93.72,2022-03-17 11:00:26,2022-07-27 09:03:49
2876,9938,04-03-2022 03:55,Drumming 4,43.06,27.94,900.0,11.37,9.63,3.98,258.64,219.05,91.35,2022-03-17 11:00:26,2022-07-27 09:03:49
2877,9939,04-03-2022 03:56,Drumming 4,42.88,27.94,930.0,11.41,9.52,4.02,259.65,216.18,92.99,2022-03-17 11:00:26,2022-07-27 09:03:49
2878,9940,04-03-2022 03:57,Drumming 4,42.69,27.94,930.0,11.15,9.35,4.17,253.37,211.97,97.83,2022-03-17 11:00:26,2022-07-27 09:03:49
2879,9941,04-03-2022 03:58,Drumming 4,42.56,27.97,300.0,11.48,9.7,4.03,259.74,219.57,93.41,2022-03-17 11:00:26,2022-07-27 09:03:49
2880,9942,04-03-2022 03:59,Drumming 4,42.44,27.97,180.0,11.24,9.89,3.89,254.38,224.61,89.21,2022-03-17 11:00:26,2022-07-27 09:03:49
2881,9943,04-03-2022 04:00,Drumming 4,42.38,27.74,150.0,11.52,10.11,4.06,262.37,230.66,94.01,2022-03-17 11:00:26,2022-07-27 09:03:49
2940,10026,04-03-2022 05:23,Drumming 4,43.31,30.0,420.0,3.19,2.54,1.03,71.11,56.57,24.91,2022-03-17 11:00:26,2022-07-27 09:03:49
2941,10027,04-03-2022 05:24,Drumming 4,43.31,30.0,420.0,1.74,1.91,1.44,38.62,42.33,33.12,2022-03-17 11:00:26,2022-07-27 09:03:49
2942,10028,04-03-2022 05:25,Drumming 4,43.25,30.0,450.0,1.33,1.48,1.09,29.3,32.49,24.66,2022-03-17 11:00:26,2022-07-27 09:03:49
2943,10029,04-03-2022 05:26,Drumming 4,43.19,30.0,150.0,1.69,1.6,0.89,38.52,35.47,20.22,2022-03-17 11:00:26,2022-07-27 09:03:49
2944,10030,04-03-2022 05:27,Drumming 4,43.06,30.0,450.0,2.54,2.18,0.82,57.49,48.51,19.58,2022-03-17 11:00:26,2022-07-27 09:03:49
2945,10031,04-03-2022 05:28,Drumming 4,43.0,30.0,420.0,3.29,2.83,0.95,74.83,64.61,22.17,2022-03-17 11:00:26,2022-07-27 09:03:49
2947,10033,04-03-2022 05:30,Drumming 4,42.69,30.0,450.0,1.77,1.7,0.85,39.95,38.29,20.76,2022-03-17 11:00:26,2022-07-27 09:03:49
2948,10034,04-03-2022 05:31,Drumming 4,42.56,30.0,330.0,1.9,1.76,0.81,43.02,39.66,20.24,2022-03-17 11:00:26,2022-07-27 09:03:49
2950,10036,04-03-2022 05:33,Drumming 4,42.38,30.0,150.0,2.17,1.89,0.84,48.82,42.64,20.73,2022-03-17 11:00:26,2022-07-27 09:03:49
2952,10038,04-03-2022 05:35,Drumming 4,42.12,30.0,300.0,2.49,2.02,0.93,56.37,45.22,22.62,2022-03-17 11:00:26,2022-07-27 09:03:49
2988,10080,04-03-2022 06:17,Drumming 4,41.12,27.94,660.0,8.22,8.36,5.03,179.33,181.67,109.53,2022-03-17 11:00:26,2022-07-27 09:03:49
2989,10081,04-03-2022 06:18,Drumming 4,41.06,27.97,150.0,9.76,9.67,5.82,215.07,209.87,127.8,2022-03-17 11:00:26,2022-07-27 09:03:49
2990,10082,04-03-2022 06:19,Drumming 4,40.94,27.94,30.0,10.71,10.51,6.15,237.41,228.78,136.54,2022-03-17 11:00:26,2022-07-27 09:03:49
2991,10083,04-03-2022 06:20,Drumming 4,40.88,13.85,150.0,5.18,4.96,2.9,112.0,107.23,63.25,2022-03-17 11:00:26,2022-07-27 09:03:49
2997,10121,04-03-2022 06:58,Drumming 4,48.81,30.0,450.0,0.96,1.4,0.91,22.3,33.88,21.6,2022-03-17 11:00:26,2022-07-27 09:03:49
2999,10123,04-03-2022 07:00,Drumming 4,48.31,30.0,420.0,0.76,1.1,0.8,17.28,25.89,18.74,2022-03-17 11:00:26,2022-07-27 09:03:49
3000,10124,04-03-2022 07:01,Drumming 4,47.94,30.0,330.0,0.75,1.12,0.73,17.06,26.55,16.97,2022-03-17 11:00:26,2022-07-27 09:03:49
3002,10126,04-03-2022 07:03,Drumming 4,46.88,30.0,330.0,0.77,1.16,0.67,17.23,27.26,15.79,2022-03-17 11:00:26,2022-07-27 09:03:49
3003,10127,04-03-2022 07:04,Drumming 4,46.38,30.0,450.0,0.93,1.27,0.71,20.86,29.52,16.72,2022-03-17 11:00:26,2022-07-27 09:03:49
3004,10128,04-03-2022 07:05,Drumming 4,45.94,30.0,450.0,0.94,1.29,0.69,21.01,30.19,16.57,2022-03-17 11:00:26,2022-07-27 09:03:49
3005,10129,04-03-2022 07:06,Drumming 4,45.38,30.0,30.0,0.87,1.28,0.63,19.52,29.91,14.73,2022-03-17 11:00:26,2022-07-27 09:03:49
3006,10130,04-03-2022 07:07,Drumming 4,44.94,30.0,450.0,0.87,1.32,0.62,19.61,30.92,14.86,2022-03-17 11:00:26,2022-07-27 09:03:49
3008,10132,04-03-2022 07:09,Drumming 4,44.06,30.0,30.0,1.02,1.39,0.6,22.88,32.0,14.65,2022-03-17 11:00:26,2022-07-27 09:03:49
3012,10136,04-03-2022 07:13,Drumming 4,42.75,30.0,300.0,1.04,1.48,0.57,23.55,34.53,14.01,2022-03-17 11:00:26,2022-07-27 09:03:49
3051,10188,04-03-2022 08:05,Drumming 4,43.56,30.0,30.0,2.09,1.69,0.99,45.96,36.96,22.15,2022-03-17 11:00:26,2022-07-27 09:03:49
3054,10191,04-03-2022 08:08,Drumming 4,43.62,30.0,450.0,2.13,1.85,1.06,47.03,41.48,24.68,2022-03-17 11:00:26,2022-07-27 09:03:49
3055,10192,04-03-2022 08:09,Drumming 4,43.5,30.0,30.0,2.2,1.87,1.15,48.79,41.52,27.22,2022-03-17 11:00:26,2022-07-27 09:03:49
3058,10195,04-03-2022 08:12,Drumming 4,43.12,30.0,180.0,2.14,2.01,1.15,47.73,45.47,28.49,2022-03-17 11:00:26,2022-07-27 09:03:49
3059,10196,04-03-2022 08:13,Drumming 4,43.0,30.0,450.0,2.06,2.04,1.13,45.68,46.23,28.19,2022-03-17 11:00:26,2022-07-27 09:03:49
3061,10198,04-03-2022 08:15,Drumming 4,42.81,30.0,300.0,2.12,2.03,1.23,47.23,45.65,29.51,2022-03-17 11:00:26,2022-07-27 09:03:49
3062,10199,04-03-2022 08:16,Drumming 4,42.69,30.0,450.0,2.21,2.04,1.3,49.67,44.71,31.18,2022-03-17 11:00:26,2022-07-27 09:03:49
3063,10200,04-03-2022 08:17,Drumming 4,42.62,30.0,30.0,2.22,2.08,1.33,50.3,46.18,31.77,2022-03-17 11:00:26,2022-07-27 09:03:49
3072,10225,04-03-2022 08:42,Drumming 4,46.88,30.0,300.0,1.91,1.8,1.28,44.25,40.92,30.08,2022-03-17 11:00:26,2022-07-27 09:03:49
3073,10226,04-03-2022 08:43,Drumming 4,46.81,30.0,30.0,2.07,2.24,1.41,49.58,54.79,36.1,2022-03-17 11:00:26,2022-07-27 09:03:49
3074,10227,04-03-2022 08:44,Drumming 4,46.62,30.0,150.0,2.57,1.56,1.09,61.13,35.57,28.37,2022-03-17 11:00:26,2022-07-27 09:03:49
3075,10228,04-03-2022 08:45,Drumming 4,46.19,30.0,300.0,1.97,1.61,0.78,47.42,38.08,20.13,2022-03-17 11:00:26,2022-07-27 09:03:49
3077,10230,04-03-2022 08:47,Drumming 4,45.5,30.0,30.0,1.78,1.9,1.19,40.94,43.37,29.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3078,10231,04-03-2022 08:48,Drumming 4,45.06,30.0,300.0,1.8,1.86,1.14,40.49,42.47,28.4,2022-03-17 11:00:26,2022-07-27 09:03:49
3079,10232,04-03-2022 08:49,Drumming 4,44.69,30.0,30.0,1.83,2.04,1.2,41.81,48.08,31.01,2022-03-17 11:00:26,2022-07-27 09:03:49
3080,10233,04-03-2022 08:50,Drumming 4,44.31,30.0,450.0,1.9,1.96,1.26,43.6,46.0,32.12,2022-03-17 11:00:26,2022-07-27 09:03:49
3082,10235,04-03-2022 08:52,Drumming 4,43.69,30.0,300.0,1.83,1.97,1.31,42.57,45.59,33.95,2022-03-17 11:00:26,2022-07-27 09:03:49
3083,10236,04-03-2022 08:53,Drumming 4,43.38,30.0,480.0,1.87,1.92,1.24,43.5,44.35,32.39,2022-03-17 11:00:26,2022-07-27 09:03:49
3084,10237,04-03-2022 08:54,Drumming 4,43.12,30.0,330.0,1.88,1.9,1.26,42.41,42.95,31.52,2022-03-17 11:00:26,2022-07-27 09:03:49
3085,10238,04-03-2022 08:55,Drumming 4,42.88,30.0,450.0,1.92,1.9,1.27,43.96,42.9,32.0,2022-03-17 11:00:26,2022-07-27 09:03:49
3090,10245,04-03-2022 09:02,Drumming 4,42.38,30.0,150.0,2.22,2.22,1.43,49.05,49.35,34.03,2022-03-17 11:00:26,2022-07-27 09:03:49
3091,10246,04-03-2022 09:03,Drumming 4,42.38,30.0,60.0,2.17,2.28,1.4,47.71,50.24,32.76,2022-03-17 11:00:26,2022-07-27 09:03:49
3092,10247,04-03-2022 09:04,Drumming 4,42.31,30.0,60.0,2.29,2.33,1.54,51.0,51.21,34.91,2022-03-17 11:00:26,2022-07-27 09:03:49
3093,10248,04-03-2022 09:05,Drumming 4,42.25,30.0,300.0,2.68,2.57,1.65,60.47,56.24,37.48,2022-03-17 11:00:26,2022-07-27 09:03:49
3094,10249,04-03-2022 09:06,Drumming 4,42.12,30.0,30.0,2.5,2.53,1.67,56.15,55.5,37.72,2022-03-17 11:00:26,2022-07-27 09:03:49
3097,10252,04-03-2022 09:09,Drumming 4,41.75,30.0,300.0,2.63,2.87,1.86,57.57,62.54,42.27,2022-03-17 11:00:26,2022-07-27 09:03:49
3098,10253,04-03-2022 09:10,Drumming 4,41.69,30.0,90.0,2.82,3.15,1.99,61.57,68.56,45.3,2022-03-17 11:00:26,2022-07-27 09:03:49
3099,10254,04-03-2022 09:11,Drumming 4,41.62,30.0,270.0,2.96,3.21,2.03,64.89,69.99,45.52,2022-03-17 11:00:26,2022-07-27 09:03:49
3100,10255,04-03-2022 09:12,Drumming 4,41.5,30.0,30.0,3.27,3.47,2.16,71.43,75.54,48.16,2022-03-17 11:00:26,2022-07-27 09:03:49
3102,10257,04-03-2022 09:14,Drumming 4,41.31,30.0,540.0,3.84,4.06,2.41,84.01,88.66,53.15,2022-03-17 11:00:26,2022-07-27 09:03:49
3104,10259,04-03-2022 09:16,Drumming 4,41.25,30.0,60.0,4.51,4.56,2.65,99.22,99.75,57.73,2022-03-17 11:00:26,2022-07-27 09:03:49
3119,10275,04-03-2022 09:32,Drumming 4,41.56,27.94,180.0,8.39,8.72,5.14,182.53,188.87,112.64,2022-03-17 11:00:26,2022-07-27 09:03:49
3120,10276,04-03-2022 09:33,Drumming 4,41.5,27.94,60.0,9.14,9.52,5.64,199.16,206.4,123.3,2022-03-17 11:00:26,2022-07-27 09:03:49
3121,10277,04-03-2022 09:34,Drumming 4,41.5,27.97,120.0,10.64,10.89,6.4,233.18,236.4,139.98,2022-03-17 11:00:26,2022-07-27 09:03:49
3122,10278,04-03-2022 09:35,Drumming 4,41.5,27.94,60.0,11.59,11.73,6.68,253.88,254.0,145.82,2022-03-17 11:00:26,2022-07-27 09:03:49
3123,10279,04-03-2022 09:36,Drumming 4,41.5,27.94,300.0,12.35,12.48,6.98,270.76,271.45,153.16,2022-03-17 11:00:26,2022-07-27 09:03:49
3124,10280,04-03-2022 09:37,Drumming 4,41.5,8.91,30.0,13.3,13.39,7.36,291.71,291.38,161.48,2022-03-17 11:00:26,2022-07-27 09:03:49
3129,10292,04-03-2022 09:49,Drumming 4,44.62,30.0,300.0,2.28,1.97,1.07,51.18,45.78,26.56,2022-03-17 11:00:26,2022-07-27 09:03:49
3130,10293,04-03-2022 09:50,Drumming 4,44.69,30.0,450.0,2.75,2.11,1.12,62.15,48.38,27.27,2022-03-17 11:00:26,2022-07-27 09:03:49
3135,10298,04-03-2022 09:55,Drumming 4,44.5,30.0,30.0,2.99,2.38,1.34,67.89,54.0,31.98,2022-03-17 11:00:26,2022-07-27 09:03:49
3138,10301,04-03-2022 09:58,Drumming 4,44.19,30.0,450.0,3.13,2.55,1.31,70.8,57.6,32.32,2022-03-17 11:00:26,2022-07-27 09:03:49
3141,10304,04-03-2022 10:01,Drumming 4,44.0,30.0,30.0,3.29,2.79,1.4,74.97,63.04,33.51,2022-03-17 11:00:26,2022-07-27 09:03:49
3142,10305,04-03-2022 10:02,Drumming 4,43.94,30.0,480.0,3.32,2.76,1.45,75.28,62.14,34.41,2022-03-17 11:00:26,2022-07-27 09:03:49
3179,10345,04-03-2022 10:42,Drumming 4,44.69,27.97,150.0,8.58,8.66,5.14,189.94,188.82,113.05,2022-03-17 11:00:26,2022-07-27 09:03:49
3180,10346,04-03-2022 10:43,Drumming 4,44.69,27.97,300.0,9.39,9.39,5.44,208.46,204.44,120.33,2022-03-17 11:00:26,2022-07-27 09:03:49
3182,10357,04-03-2022 10:54,Drumming 4,47.62,30.0,390.0,1.14,1.31,0.87,25.98,31.83,21.93,2022-03-17 11:00:26,2022-07-27 09:03:49
3185,10360,04-03-2022 10:57,Drumming 4,48.06,30.0,450.0,1.23,1.12,0.89,27.81,26.17,21.63,2022-03-17 11:00:26,2022-07-27 09:03:49
3186,10361,04-03-2022 10:58,Drumming 4,47.94,30.0,450.0,1.47,1.21,1.01,33.94,28.05,25.83,2022-03-17 11:00:26,2022-07-27 09:03:49
3188,10363,04-03-2022 11:00,Drumming 4,47.69,30.0,300.0,1.35,1.33,1.01,30.99,30.74,25.91,2022-03-17 11:00:26,2022-07-27 09:03:49
3190,10365,04-03-2022 11:02,Drumming 4,47.44,30.0,450.0,1.33,1.26,0.99,30.83,29.1,25.53,2022-03-17 11:00:26,2022-07-27 09:03:49
3192,10367,04-03-2022 11:04,Drumming 4,47.19,30.0,450.0,1.29,1.33,1.06,30.85,31.05,27.59,2022-03-17 11:00:26,2022-07-27 09:03:49
3197,10372,04-03-2022 11:09,Drumming 4,46.56,30.0,330.0,1.19,1.42,1.01,28.89,33.42,25.88,2022-03-17 11:00:26,2022-07-27 09:03:49
3240,10431,04-03-2022 12:08,Drumming 4,49.75,30.0,420.0,1.47,1.28,0.82,33.5,28.78,18.53,2022-03-17 11:00:26,2022-07-27 09:03:49
3241,10432,04-03-2022 12:09,Drumming 4,50.0,30.0,300.0,1.42,1.62,1.01,30.97,35.29,21.93,2022-03-17 11:00:26,2022-07-27 09:03:49
3243,10434,04-03-2022 12:11,Drumming 4,50.0,30.0,330.0,1.65,1.6,1.03,36.7,34.73,22.71,2022-03-17 11:00:26,2022-07-27 09:03:49
3246,10437,04-03-2022 12:14,Drumming 4,49.5,30.0,210.0,1.78,1.81,1.1,39.54,39.05,24.21,2022-03-17 11:00:26,2022-07-27 09:03:49
3249,10441,04-03-2022 12:18,Drumming 4,48.75,30.0,150.0,1.94,1.96,1.24,43.15,42.4,27.14,2022-03-17 11:00:26,2022-07-27 09:03:49
3293,10489,04-03-2022 13:06,Drumming 4,47.5,1.55,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3294,10495,04-03-2022 13:12,Drumming 4,47.5,2.2,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3298,10500,04-03-2022 13:17,Drumming 4,47.5,30.0,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3301,10503,04-03-2022 13:20,Drumming 4,47.5,30.0,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3303,10505,04-03-2022 13:22,Drumming 4,47.5,30.0,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3304,10506,04-03-2022 13:23,Drumming 4,47.5,30.0,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3305,10507,04-03-2022 13:24,Drumming 4,47.5,30.0,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3306,10508,04-03-2022 13:25,Drumming 4,47.5,30.0,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3308,10510,04-03-2022 13:27,Drumming 4,47.5,30.0,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3309,10511,04-03-2022 13:28,Drumming 4,47.5,30.0,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3311,10513,04-03-2022 13:30,Drumming 4,47.5,30.0,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3319,10523,04-03-2022 13:40,Drumming 4,47.5,2.06,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3338,10552,04-03-2022 14:09,Drumming 4,47.5,0.69,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3339,10555,04-03-2022 14:12,Drumming 4,47.5,0.57,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3340,10558,04-03-2022 14:15,Drumming 4,47.5,0.98,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3377,10600,04-03-2022 14:57,Drumming 4,47.5,0.98,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3396,10630,04-03-2022 15:27,Drumming 4,47.5,0.69,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3397,10632,04-03-2022 15:29,Drumming 4,47.5,0.98,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
3441,10680,04-03-2022 16:17,Drumming 4,47.5,3.93,180.0,2.48,2.76,1.38,56.68,61.91,31.23,2022-03-17 11:00:26,2022-07-27 09:03:49
